doi,n_leaves_parsed,n_xyz_total,elements
10.1002/slct.202203348,1,3,C N
10.1002/slct.202203484,1,63,H
10.1002/slct.202203585,1,1,C Co Cu H O S
10.1002/slct.202203588,1,5,C H N O
10.1002/slct.202203622,1,10,Am C H N O
10.1002/slct.202203628,1,33,C H N
10.1002/slct.202203653,1,4,C Cl H K N O S
10.1002/slct.202203963,1,5,C H N O
10.1002/slct.202203973,6,8,Ag C Cu H
10.1002/slct.202204061,1,70,C N Se
10.1002/slct.202204255,1,9,C H N O
10.1002/slct.202204480,1,363,C Cl F H N O
10.1002/slct.202204558,1,58,C
10.1002/slct.202204696,1,55,C H N O
10.1002/slct.202204724,1,23,C Fe H N
10.1002/slct.202300114,1,44,H O W
10.1002/slct.202300146,1,38,C H O
10.1002/slct.202300205,1,19,C H
10.1002/slct.202300275,1,44,C H N O
10.1002/slct.202300407,1,22,C H O
10.1002/slct.202300559,1,1,B Be C F H He Li N O
10.1002/slct.202300710,1,14,C H N O
10.1002/slct.202300721,1,31,C H O
10.1002/slct.202300830,1,6,C H N O
10.1002/slct.202300975,1,21,C H O
10.1002/slct.202301018,1,11,C Cl H N O
10.1002/slct.202301209,1,22,C H N O S
10.1002/slct.202301357,11,11,C H N O
10.1002/slct.202301373,1,6,C H P Se Si
10.1002/slct.202301410,1,47,C Cr H O
10.1002/slct.202301437,1,17,C H
10.1002/slct.202301582,1,1,Ag Bi I
10.1002/slct.202301601,1,3,C H N O S
10.1002/slct.202301653,1,97,B C Cl
10.1002/slct.202301824,1,49,C H N O
10.1002/slct.202301844,1,4,C H O
10.1002/slct.202301893,1,24,Cu H
10.1002/slct.202301943,1,171,C H
10.1002/slct.202302095,1,7,C H O S
10.1002/slct.202302230,1,4,C H Mo N O
10.1002/slct.202302629,1,5,Br C Co H N O
10.1002/slct.202302763,1,5,C
10.1002/slct.202302817,1,10,C H N O
10.1002/slct.202302869,1,4,C H N O
10.1002/slct.202302992,1,3,C H N O
10.1002/slct.202303013,1,110,C H N O S
10.1002/slct.202303026,1,6,H
10.1002/slct.202303151,1,8,C H O P
10.1002/slct.202303172,1,7,C H Ir N O S
10.1002/slct.202303245,1,2,C H N O
10.1002/slct.202303307,1,1,H
10.1002/slct.202303345,1,237,C H N O
10.1002/slct.202303371,1,6,C H N O S
10.1002/slct.202303649,1,42,H
10.1002/slct.202303726,1,30,Au Cl H P
10.1002/slct.202303776,1,6,C H N O S
10.1002/slct.202303803,1,1,C Cl H N O
10.1002/slct.202303924,1,6,Al C H N O
10.1002/slct.202304288,1,1,C
10.1002/slct.202304394,1,10,C H N
10.1002/slct.202304402,1,36,C H N
10.1002/slct.202304426,1,12,C H N
10.1002/slct.202304509,1,3,C H N O
10.1002/slct.202304529,1,2,C H N
10.1002/slct.202304683,1,16,C H N O
10.1002/slct.202304717,1,8,C F H S
10.1002/slct.202304761,1,101,Cl
10.1002/slct.202304880,1,14,C H O S
10.1002/slct.202304994,1,1,Al B Be C F H He Li Mg N Na Ne O P S Si
10.1002/slct.202305133,1,76,B C H N
10.1002/slct.202305211,1,31,C H N O
10.1002/slct.202400050,1,6,C H N O
10.1002/slct.202400136,1,11,C H N O S
10.1002/slct.202400150,1,10,C H N O
10.1002/slct.202400163,1,9,Be O Zn
10.1002/slct.202400315,1,123,C Cu H N
10.1002/slct.202400526,1,9,B C H N O S
10.1002/slct.202400699,1,2,Zr
10.1002/slct.202401234,1,16,C H N O
10.1002/slct.202401316,1,15,C H N O
10.1002/slct.202401487,1,4,B C H N
10.1002/slct.202401747,1,2,C H N O
10.1002/slct.202402064,1,5,C H N O
10.1002/slct.202402266,1,10,B Be C F H He Li N O
10.1002/slct.202402293,1,21,C Mo O
10.1002/slct.202402384,1,20,C H K
10.1002/slct.202402664,1,4,B Be C F H He Li N O
10.1002/slct.202402671,1,12,B
10.1002/slct.202402752,1,2,Ac Ag Al Am Ar As At Au B Ba Be Bh Bi Bk Br C Ca Cd Ce Cf Cl Cm Cn Co Cr Cs Cu Db Ds Dy Er Es Eu F Fe Fm Fr Ga Gd Ge H He Hf Hg Ho Hs I In Ir K Kr La Li Lr Lu Md Mg Mn Mo Mt N Na Nb Nd Ne Nh Ni No Np O Os P Pa Pb Pd Pm Po Pr Pt Pu Ra Rb Re Rf Rg Rh Rn Ru S Sb Sc Se Sg Si Sm Sn Sr Ta Tb Tc Te Th Ti Tl Tm U V W Xe Y Yb Zn Zr
10.1002/slct.202403037,1,7,C H N O
10.1002/slct.202403092,1,23,C
10.1002/slct.202404848,1,2,B C Cl F H N Pt
10.1002/slct.202501688,1,8,C H N
10.1007/s10118-023-3044-x,1,5,C H N Ni O P
10.1007/s11418-024-01789-z,1,3,K
10.1007/s40820-021-00785-2,1,1,B
10.1007/s44371-024-00061-3,1,1,Fm
10.1016/j.checat.2021.03.004,2,12,C H N O S
10.1016/j.checat.2021.05.002,14,14,C Fe H N P
10.1016/j.checat.2022.02.008,3,120,B C H O P Rh
10.1016/j.checat.2022.02.013,2,92,Cl Ti
10.1016/j.checat.2022.04.009,2,4,Fm
10.1016/j.checat.2022.05.014,1,52,C H N Ru
10.1016/j.checat.2022.07.003,2,13,B Be H He Li
10.1016/j.checat.2022.08.004,1,55,C Cu H P
10.1016/j.checat.2022.08.013,2,10,C H N O
10.1016/j.checat.2022.09.019,2,2,Ag Al Ar As B Be Br C Ca Cd Cl Co Cr Cu F Fe Ga Ge H He In K Kr Li Mg Mn Mo N Na Nb Ne Ni O P Pd Rb Rh Ru S Sb Sc Se Si Sn Sr Tc Ti V Y Zn Zr
10.1016/j.checat.2022.09.020,2,136,C H
10.1016/j.checat.2022.09.025,2,40,C
10.1016/j.checat.2022.09.047,2,60,C H N O S
10.1016/j.checat.2022.100500,2,24,O
10.1016/j.checat.2023.100523,2,2,C H O P Pd
10.1016/j.checat.2023.100534,2,120,Co H O Si
10.1016/j.checat.2023.100541,1,4,He
10.1016/j.checat.2023.100551,2,20,C H O S
10.1016/j.checat.2023.100606,2,22,C Cl H N Ni P
10.1016/j.checat.2023.100636,2,2,Ag Au Cu Ir Pd Pt Rh
10.1016/j.checat.2023.100637,2,42,C H
10.1016/j.checat.2023.100678,2,16,C Cl H N Ru
10.1016/j.checat.2023.100700,2,162,C Co H N O
10.1016/j.checat.2023.100710,2,32,C Fe H O
10.1016/j.checat.2023.100765,2,134,C Co H N O
10.1016/j.checat.2023.100799,2,104,C Fe H P Rh
10.1016/j.checat.2023.100807,2,98,B C
10.1016/j.checat.2023.100821,2,8,C F H O S
10.1016/j.checat.2023.100887,2,65,C Cu H O P Si
10.1016/j.checat.2023.100899,2,26,C H N
10.1016/j.checat.2024.100918,2,53,C H He Li N
10.1016/j.checat.2024.100953,2,46,C Cl H N O
10.1016/j.checat.2024.100959,1,25,B C F H O
10.1016/j.checat.2024.100999,2,8,C Co H N O P
10.1016/j.checat.2024.101024,2,4,Co
10.1016/j.checat.2024.101057,2,2,Bi
10.1016/j.checat.2024.101078,2,46,C H N O P Rh
10.1016/j.checat.2024.101082,2,18,C F H N Ni O P
10.1016/j.checat.2024.101093,2,33,C H Pt
10.1016/j.checat.2024.101099,2,4,C H N
10.1016/j.checat.2024.101109,1,57,C H N O
10.1016/j.checat.2024.101113,2,10,H
10.1016/j.checat.2024.101126,2,22,C Co H N O
10.1016/j.checat.2024.101131,2,52,C H O
10.1016/j.checat.2024.101133,2,34,C Fe H N O
10.1016/j.checat.2024.101149,2,12,C Cu F H N O
10.1016/j.checat.2024.101151,2,2,C H N O
10.1016/j.checat.2024.101163,2,64,Au C H N P
10.1016/j.checat.2024.101188,2,31,C H O P
10.1016/j.checat.2024.101200,2,4,C F H
10.1016/j.checat.2024.101257,2,66,C H O
10.1016/j.checat.2025.101292,2,118,C Cl H N O Ru
10.1016/j.checat.2025.101295,2,20,C Cu H N O
10.1016/j.checat.2025.101331,2,38,C H N
10.1016/j.checat.2025.101366,2,8,Be
10.1016/j.checat.2025.101388,2,50,C N O
10.1016/j.chempr.2016.04.001,2,24,C H N P
10.1016/j.chempr.2016.11.007,147,147,C F H N P Pt
10.1016/j.chempr.2017.03.022,2,22,C H N O
10.1016/j.chempr.2017.07.011,2,70,C H
10.1016/j.chempr.2017.08.001,2,2,Ir
10.1016/j.chempr.2017.10.007,2,6,C H N O
10.1016/j.chempr.2017.11.001,2,12,C H N
10.1016/j.chempr.2018.03.008,2,70,C H N O
10.1016/j.chempr.2018.08.014,2,2,C
10.1016/j.chempr.2018.08.022,2,46,B F
10.1016/j.chempr.2018.08.038,2,22,C H P
10.1016/j.chempr.2018.09.003,2,68,C H O
10.1016/j.chempr.2018.10.006,2,66,C Cl H N Ni
10.1016/j.chempr.2018.11.007,2,22,C H N
10.1016/j.chempr.2018.11.022,2,90,C Cu H O
10.1016/j.chempr.2019.02.001,2,4,Nd
10.1016/j.chempr.2019.03.001,2,62,Kr Mo Nb Rb Rh Ru Sr Tc Y Zr
10.1016/j.chempr.2019.03.022,2,32,B C F H O P S
10.1016/j.chempr.2019.04.023,2,52,Al B Be C Ca H He K Li N Na Ne O S Si
10.1016/j.chempr.2019.06.011,2,2,Br Cl
10.1016/j.chempr.2019.07.015,2,6,C H N O S
10.1016/j.chempr.2019.07.018,2,6,B H
10.1016/j.chempr.2019.08.011,2,102,C H
10.1016/j.chempr.2019.08.021,2,8,H
10.1016/j.chempr.2019.12.004,1,4,C F H I N
10.1016/j.chempr.2019.12.008,2,4,Co Cu Fe Mn Ni
10.1016/j.chempr.2019.12.011,1,51,C H O Pd
10.1016/j.chempr.2020.01.009,2,28,Br C F H N O
10.1016/j.chempr.2020.02.004,2,6,B C H Ir O P
10.1016/j.chempr.2020.02.017,2,2,Fm H Ne
10.1016/j.chempr.2020.03.024,2,36,Cm
10.1016/j.chempr.2020.04.024,2,6,C Dy H N O
10.1016/j.chempr.2020.06.001,2,158,C H N O
10.1016/j.chempr.2020.06.034,2,108,C F H
10.1016/j.chempr.2020.06.035,2,187,B C F H N O
10.1016/j.chempr.2020.07.025,2,12,C H O
10.1016/j.chempr.2020.09.002,2,6,C
10.1016/j.chempr.2020.10.008,2,2,Pt Zn
10.1016/j.chempr.2020.10.026,2,22,C O
10.1016/j.chempr.2020.12.002,2,76,C H O
10.1016/j.chempr.2021.01.003,2,6,Ag C H N
10.1016/j.chempr.2021.01.018,2,2,Ag Au Cu Pd Pt
10.1016/j.chempr.2021.02.003,2,18,C H N O Y
10.1016/j.chempr.2021.02.019,8,217,C H N O
10.1016/j.chempr.2021.02.029,2,18,N
10.1016/j.chempr.2021.04.005,1,66,C H O P Pd
10.1016/j.chempr.2021.04.009,2,90,C H N Ni O
10.1016/j.chempr.2021.06.022,2,16,C H N O
10.1016/j.chempr.2021.07.007,1,6,Gd
10.1016/j.chempr.2021.07.013,2,12,He
10.1016/j.chempr.2021.08.010,2,52,C O Si
10.1016/j.chempr.2021.08.015,2,8,B C H N O
10.1016/j.chempr.2021.08.018,2,6,C Cl H N Na O
10.1016/j.chempr.2021.09.002,2,21,C Cl Cu H O Si
10.1016/j.chempr.2021.10.015,2,6,Mg
10.1016/j.chempr.2021.10.023,2,58,C H O
10.1016/j.chempr.2022.01.005,1,30,B C Cl H N P
10.1016/j.chempr.2022.01.009,2,19,C H N
10.1016/j.chempr.2022.05.010,2,28,C H N O S
10.1016/j.chempr.2022.06.001,2,5,P
10.1016/j.chempr.2022.06.003,1,18,Au C H N P
10.1016/j.chempr.2022.08.019,2,294,H He
10.1016/j.chempr.2022.09.012,2,256,C H N O
10.1016/j.chempr.2022.09.014,1,25,C H N O
10.1016/j.chempr.2022.09.020,2,126,C F H Ir N
10.1016/j.chempr.2022.10.017,2,4,H Li
10.1016/j.chempr.2022.10.019,3,39,C H O
10.1016/j.chempr.2022.10.021,2,50,C H I N O S
10.1016/j.chempr.2022.10.023,2,2,Li
10.1016/j.chempr.2022.11.002,2,40,C Cl H Zr
10.1016/j.chempr.2022.11.006,2,28,K
10.1016/j.chempr.2022.12.018,2,48,C H O
10.1016/j.chempr.2023.01.016,1,44,C H N S
10.1016/j.chempr.2023.01.020,2,232,F Ne O
10.1016/j.chempr.2023.02.020,1,392,Br C F H N O P
10.1016/j.chempr.2023.03.002,2,82,C F H N O S
10.1016/j.chempr.2023.04.006,2,126,H
10.1016/j.chempr.2023.04.011,2,100,C H O P
10.1016/j.chempr.2023.05.007,1,4,B C Fe H N S
10.1016/j.chempr.2023.05.018,27,57,C H O S
10.1016/j.chempr.2023.05.028,3,27,C H He
10.1016/j.chempr.2023.05.032,2,94,C H I
10.1016/j.chempr.2023.05.038,2,56,C H
10.1016/j.chempr.2023.06.006,1,24,C Cl F H N O Zn
10.1016/j.chempr.2023.06.007,2,20,C H O
10.1016/j.chempr.2023.06.014,2,60,C H
10.1016/j.chempr.2023.06.022,2,24,C
10.1016/j.chempr.2023.06.023,2,70,C H N
10.1016/j.chempr.2023.07.021,2,22,C H O
10.1016/j.chempr.2023.07.022,2,42,C H N O S Se
10.1016/j.chempr.2023.08.001,2,2,Ag Au Cu Ni Pd Pt Ti V
10.1016/j.chempr.2023.08.004,2,2,C
10.1016/j.chempr.2023.08.006,2,2,Ru
10.1016/j.chempr.2023.08.007,2,10,He
10.1016/j.chempr.2023.08.011,2,94,Br C Fe H N
10.1016/j.chempr.2023.09.017,2,40,B C H N O P Rh
10.1016/j.chempr.2023.10.022,31,31,C H La N O Si Y
10.1016/j.chempr.2023.11.016,2,18,C H N O
10.1016/j.chempr.2023.12.024,2,24,C N O S
10.1016/j.chempr.2024.01.023,19,19,C Co Fe Ga H N O Pd Pt S
10.1016/j.chempr.2024.03.005,2,4,Ne
10.1016/j.chempr.2024.03.009,1,61,B C Cu H N
10.1016/j.chempr.2024.03.010,23,35,C H N O
10.1016/j.chempr.2024.03.014,2,6,Na
10.1016/j.chempr.2024.04.001,3,50,Bi C H N
10.1016/j.chempr.2024.04.017,1,6,C H Si
10.1016/j.chempr.2024.04.022,2,18,B C F H N O
10.1016/j.chempr.2024.05.003,2,18,C Cu H N
10.1016/j.chempr.2024.05.007,2002,2012,Al C H N O P
10.1016/j.chempr.2024.05.012,59,65,C Cl H O
10.1016/j.chempr.2024.05.021,2,2,Br C Cl F H N O Si
10.1016/j.chempr.2024.05.025,1,14,C H O S
10.1016/j.chempr.2024.06.012,2,12,C Cl Cs H O P Pd
10.1016/j.chempr.2024.06.013,2,4,C H O S
10.1016/j.chempr.2024.06.029,2,4,C H N O
10.1016/j.chempr.2024.06.031,1,50,C F H K N O S
10.1016/j.chempr.2024.07.001,2,92,C Cl H
10.1016/j.chempr.2024.07.008,1,18,C H S
10.1016/j.chempr.2024.07.010,2,130,Li
10.1016/j.chempr.2024.07.017,1,21,B H
10.1016/j.chempr.2024.07.028,2,4,Nd Sn Zn Zr
10.1016/j.chempr.2024.08.005,1,35,C Cl F H N O Rh
10.1016/j.chempr.2024.08.024,2,37,C F H N O
10.1016/j.chempr.2024.09.016,2,620,C H N
10.1016/j.chempr.2024.09.031,2,2,Al Ar B Be C Ca Cl Co Cr Cu F Fe H He K Li Mg Mn N Na Ne Ni O P S Sc Si Ti V Zn
10.1016/j.chempr.2024.10.005,2,46,B C H N
10.1016/j.chempr.2024.10.009,19,19,B C F H N O
10.1016/j.chempr.2024.10.020,2,10,B C H N
10.1016/j.chempr.2024.11.006,2,73,C H N O
10.1016/j.chempr.2024.12.005,118,168,Br C Cl H K N O Ru
10.1016/j.chempr.2025.102434,1,113,C F H O
10.1016/j.chempr.2025.102437,2,44,C H N Ni
10.1016/j.chempr.2025.102439,1,25,C H N O
10.1016/j.chempr.2025.102444,1,20,C H N P
10.1016/j.chempr.2025.102450,1,5,C H N O Sm
10.1016/j.chempr.2025.102488,18,18,C H N O S
10.1016/j.chempr.2025.102489,1,23,C H N O
10.1016/j.chempr.2025.102527,26,26,C F H I O P
10.1016/j.chempr.2025.102541,2,78,C H Mo O
10.1016/j.chempr.2025.102546,1,18,C H I O
10.1016/j.chempr.2025.102547,1,3,C H N O Sm
10.1016/j.chempr.2025.102590,2,2,Re
10.1016/j.joule.2017.09.014,2,4,Ds Fm Rg
10.1016/j.joule.2019.01.004,4,12,C F H N O S
10.1016/j.joule.2019.05.010,3,6,Au
10.1016/j.joule.2022.11.005,2,46,O
10.1016/j.joule.2023.08.010,2,2,Al B Be C F H He Li Mg N Na Ne O
10.1016/j.joule.2024.01.028,2,14,Li
10.1016/j.joule.2024.08.009,2,6,Ca P
10.1016/j.joule.2024.09.004,2,16,Be H He Li
10.1016/j.joule.2024.11.011,2,6,Mo
10.1016/j.joule.2025.101847,2,2,H Md Rg
10.1016/j.matt.2019.06.010,2,2,Fm
10.1016/j.matt.2019.07.022,2,2,B
10.1016/j.matt.2019.08.001,2,2,Au P
10.1016/j.matt.2020.05.005,2,4,Nd Zn
10.1016/j.matt.2020.08.028,2,2,Be H He Li
10.1016/j.matt.2020.10.014,2,2,B C N O
10.1016/j.matt.2021.01.005,2,2,O
10.1016/j.matt.2021.05.018,2,2,S
10.1016/j.matt.2022.06.008,2,2,Ni Pt
10.1016/j.matt.2023.06.013,2,2,Br
10.1016/j.matt.2023.12.006,2,114,H
10.1016/j.matt.2024.04.040,2,2,B
10.1016/j.matt.2024.08.002,2,6,Mn Sn Zn Zr
10.1016/j.matt.2025.102004,2,2,Hf Mo
10.1016/j.matt.2025.102009,2,2,Co Cu Fe Mn V
10.1016/j.matt.2025.102140,4727,9726,Ag Al Au B Bi Br C Ca Cd Ce Cl Co Cr Cs Cu Dy Er Eu F Fe Fm Ga Gd H Hf Hg Ho I In K La Li Lu Mg Mn Mo N Na Nb Nd Ne Ni Np O P Pb Pd Pr Pt Rh Ru S Sb Sc Se Si Sm Sn Tb Th Ti Tm U V W Y Yb Zn Zr
10.1016/j.xcrp.2020.100016,2,54,C
10.1016/j.xcrp.2020.100254,2,6,Cr F H
10.1016/j.xcrp.2020.100274,66,68,B C Cl F H N O S
10.1016/j.xcrp.2020.100303,1,9,C H N P
10.1016/j.xcrp.2021.100326,2,8,C H N O S
10.1016/j.xcrp.2021.100531,2,2,He
10.1016/j.xcrp.2021.100594,2,18,C H N O P
10.1016/j.xcrp.2021.100679,36,1233,C H Ir N O P
10.1016/j.xcrp.2021.100701,2,10,C H N O
10.1016/j.xcrp.2022.100776,2,178,C H P Pd
10.1016/j.xcrp.2022.100831,2,10,C H Sc Si
10.1016/j.xcrp.2022.100913,2,20,Nd Rh Th
10.1016/j.xcrp.2022.100951,2,4,C H N O
10.1016/j.xcrp.2022.100980,2,2,Cu Si Sm
10.1016/j.xcrp.2022.100988,2,2,C H O
10.1016/j.xcrp.2022.101010,60,60,Br C Cl F H N O S
10.1016/j.xcrp.2022.101045,2,8,C H N Pt
10.1016/j.xcrp.2022.101117,2,2,C F H
10.1016/j.xcrp.2022.101182,2,32,C H N O
10.1016/j.xcrp.2022.101245,1,15,C H N O
10.1016/j.xcrp.2023.101269,2,12,H Li
10.1016/j.xcrp.2023.101302,2,16,C Cl H O Rh
10.1016/j.xcrp.2023.101362,2,2,C Cl Fe H Hf N O P
10.1016/j.xcrp.2023.101385,2,39,C F H N O S
10.1016/j.xcrp.2023.101418,2,3,P Pt
10.1016/j.xcrp.2023.101422,99,107,Al C Fe H N O S Si
10.1016/j.xcrp.2023.101423,54,54,B Br C Cl F H K N Na O Os P Ru
10.1016/j.xcrp.2023.101434,2,2,Ca Nd Ne Sn Zn Zr
10.1016/j.xcrp.2023.101435,2,2,Ag Au Co Cr Cu Fe Mn Ni Pd Ti
10.1016/j.xcrp.2023.101451,2,4,Fm
10.1016/j.xcrp.2023.101479,2,24,C H Lu N O Si
10.1016/j.xcrp.2023.101510,2,80,C O
10.1016/j.xcrp.2023.101573,2,28,C H Ni
10.1016/j.xcrp.2023.101647,2,66,C H
10.1016/j.xcrp.2023.101653,2,6,C H
10.1016/j.xcrp.2023.101684,2,12,Br C H Ir N
10.1016/j.xcrp.2023.101746,2,8,Ag B C F H N O
10.1016/j.xcrp.2024.101786,2,16,C H N O
10.1016/j.xcrp.2024.101983,2,42,C H
10.1016/j.xcrp.2024.102034,2,4,Be
10.1016/j.xcrp.2024.102041,2,74,C H N O
10.1016/j.xcrp.2024.102062,2,18,C H Ru
10.1016/j.xcrp.2024.102112,2,14,C H K N O
10.1016/j.xcrp.2024.102139,2,6,C H N
10.1016/j.xcrp.2024.102161,8,28,C F H N O P S
10.1016/j.xcrp.2024.102230,2,12,C H N
10.1016/j.xcrp.2024.102242,13,39,C H O
10.1016/j.xcrp.2024.102344,2,10,Br C H N S
10.1016/j.xcrp.2024.102350,2,16,Na
10.1016/j.xcrp.2025.102434,2,28,Na
10.1016/j.xcrp.2025.102457,2,4,C Cl H N O
10.1021/acs.chemmater.0c00026,1,5,Al C H
10.1021/acs.chemmater.0c00078,1,11,C H N Se
10.1021/acs.chemmater.0c00280,1,8,B Be C F H He Li N Ne O
10.1021/acs.chemmater.0c00434,1,1,O Si
10.1021/acs.chemmater.0c00613,1,1,B Ca Fm Hg Mn Nd Ne P Sn Th Yb Zn Zr
10.1021/acs.chemmater.0c01847,1,24,Ca
10.1021/acs.chemmater.0c02683,1,8,Br C Cu H N P
10.1021/acs.chemmater.0c02695,1,1,O Zr
10.1021/acs.chemmater.0c02708,1,5,B Be C F H He Li Mg N Na Ne O
10.1021/acs.chemmater.0c02851,1,2,B H He Ne P
10.1021/acs.chemmater.0c02880,1,2,Ni
10.1021/acs.chemmater.0c03022,1,2,Na P Si Zr
10.1021/acs.chemmater.0c03052,1,12,Co
10.1021/acs.chemmater.0c03575,1,1,C H N O
10.1021/acs.chemmater.0c03610,1,4,C Cd H N S
10.1021/acs.chemmater.1c00107,1,2,Na O Si
10.1021/acs.chemmater.1c00434,1,1,O
10.1021/acs.chemmater.1c00555,1,1,Lu Sc
10.1021/acs.chemmater.1c01072,1,3,C H N O S
10.1021/acs.chemmater.1c01420,1,7,No
10.1021/acs.chemmater.1c01723,2,2,C Cd H N O
10.1021/acs.chemmater.1c02072,1,6,C H O S
10.1021/acs.chemmater.1c02183,1,6,H He
10.1021/acs.chemmater.1c02556,927,957,Be C Cd Ga H In O P Sc Y Zn
10.1021/acs.chemmater.1c02883,1,2,C Fe H N O
10.1021/acs.chemmater.1c02923,1,1,Ba Ca
10.1021/acs.chemmater.1c02999,1,8,C H O Zr
10.1021/acs.chemmater.1c03051,1,7,Mn Nb
10.1021/acs.chemmater.1c03236,1,1,Co Fe Zn
10.1021/acs.chemmater.1c03349,1,18,O
10.1021/acs.chemmater.1c03791,1,28,H
10.1021/acs.chemmater.1c03870,1,2,C
10.1021/acs.chemmater.1c04016,108,321,Cl H O Si Ti
10.1021/acs.chemmater.1c04374,1,1,Si
10.1021/acs.chemmater.2c00146,1,1,C F
10.1021/acs.chemmater.2c00294,1,6,C H N O
10.1021/acs.chemmater.2c00377,1,1,Ca Fm Hg Ne Sn Zn
10.1021/acs.chemmater.2c00595,1,8,C H N O
10.1021/acs.chemmater.2c01346,1,105,C Co H N O
10.1021/acs.chemmater.2c01497,1,6,Br C H N
10.1021/acs.chemmater.2c01884,1,8,C H N O S
10.1021/acs.chemmater.2c01909,1,2,C H N O P S
10.1021/acs.chemmater.2c02018,4,4,C Cd H O S
10.1021/acs.chemmater.2c02054,1,22,C H O S
10.1021/acs.chemmater.2c02145,1,1,C Cr H Nd
10.1021/acs.chemmater.2c02170,12,12,C Ce H Hf O Pu Th Zr
10.1021/acs.chemmater.2c02279,1,11,C H N
10.1021/acs.chemmater.2c02410,1,161,As
10.1021/acs.chemmater.2c02682,1,23,C
10.1021/acs.chemmater.2c02704,1,1,Xe
10.1021/acs.chemmater.2c02865,1,4,H
10.1021/acs.chemmater.2c02980,20,20,Cl H Si
10.1021/acs.chemmater.2c03169,1,33,C H N O Zn
10.1021/acs.chemmater.2c03394,1,1,C H In O P
10.1021/acs.chemmater.2c03426,1,1,C Fe H N O Zr
10.1021/acs.chemmater.2c03507,1,35,B C H N O
10.1021/acs.chemmater.2c03821,1,2,Be H He Li
10.1021/acs.chemmater.3c00321,1,4,H
10.1021/acs.chemmater.3c00556,1,3,C H N O S
10.1021/acs.chemmater.3c00640,1,3,H He Li
10.1021/acs.chemmater.3c00807,1,1,B Be C H He Li N O
10.1021/acs.chemmater.3c01156,1,6,C H
10.1021/acs.chemmater.3c01168,1,25,H Si
10.1021/acs.chemmater.3c01607,1,18,Be H He Li N O
10.1021/acs.chemmater.3c01703,1,3,C H N O Si
10.1021/acs.chemmater.3c01750,1,4,C O
10.1021/acs.chemmater.3c01944,1,2,B Be H He Li
10.1021/acs.chemmater.3c01995,1,21,C
10.1021/acs.chemmater.3c02109,1,11,C H N O
10.1021/acs.chemmater.3c02167,1,41,C H N O S
10.1021/acs.chemmater.3c02390,1,12,Br C H N O
10.1021/acs.chemmater.3c02675,4,398,C Mo O S
10.1021/acs.chemmater.3c02715,1,2,S
10.1021/acs.chemmater.3c02805,1,1,Zr
10.1021/acs.chemmater.3c02836,1,5,C H O
10.1021/acs.chemmater.3c03210,1,8,B C H S
10.1021/acs.chemmater.4c00315,1,17,C H N Ru
10.1021/acs.chemmater.4c00389,1,1,Li
10.1021/acs.chemmater.4c00409,1,25,S Sn
10.1021/acs.chemmater.4c00500,1,2,C Cl H N Ni O
10.1021/acs.chemmater.4c00784,1,11,Au P Tl
10.1021/acs.chemmater.4c00850,1,3,C H N S
10.1021/acs.chemmater.4c00973,1,2,H He
10.1021/acs.chemmater.4c02404,1,2,Ag Cu Se Ti
10.1021/acs.chemmater.4c02599,1,4,Ag Y Yb
10.1021/acs.chemmater.4c03074,1,1,C H O Zr
10.1021/acs.chemmater.5b00588,1,1,Be
10.1021/acs.chemmater.5b00723,1,5,H
10.1021/acs.chemmater.5b00801,1,2,Co
10.1021/acs.chemmater.5b02515,1,1,Si
10.1021/acs.chemmater.5b03554,1,12,He
10.1021/acs.chemmater.5b03691,1,12,C H N W
10.1021/acs.chemmater.5b04289,1,1,U
10.1021/acs.chemmater.5b04551,1,3,C H N O S
10.1021/acs.chemmater.5b04880,1,2,Li O P V
10.1021/acs.chemmater.5b04887,1,31,C H Zn
10.1021/acs.chemmater.5c00273,1,2,Ca
10.1021/acs.chemmater.5c00438,1,2,S Sn
10.1021/acs.chemmater.5c00804,19,23,C Cl Co H Ir N O
10.1021/acs.chemmater.6b00154,1,4,C H N O
10.1021/acs.chemmater.6b00580,1,20,Ca Fm Re Sn
10.1021/acs.chemmater.6b00917,1,6,Ca Pd
10.1021/acs.chemmater.6b01286,1,1,C Ca Cu H N O
10.1021/acs.chemmater.6b01577,1,29,B C H Li
10.1021/acs.chemmater.6b01832,1,1,Be H He Li
10.1021/acs.chemmater.6b02084,1,56,Ga P
10.1021/acs.chemmater.6b02378,156,266,Br C Cl F Fe H I N O P S
10.1021/acs.chemmater.6b02456,1,9,C H N
10.1021/acs.chemmater.6b02539,1,1,H
10.1021/acs.chemmater.6b02677,1,9,C H N O
10.1021/acs.chemmater.6b02994,1,2,O Si
10.1021/acs.chemmater.6b03244,1,33,Al C Co H N O Zr
10.1021/acs.chemmater.6b03555,1,1,Eu
10.1021/acs.chemmater.6b03880,1,7,C H O Zr
10.1021/acs.chemmater.6b03944,1,2,Ag Bi Br C N
10.1021/acs.chemmater.6b04126,2,3,I Pb Se
10.1021/acs.chemmater.6b04633,1,2,B Be C He Li N
10.1021/acs.chemmater.6b04730,1,1,Cu Ta
10.1021/acs.chemmater.6b05175,2,2,Ag B C H N P
10.1021/acs.chemmater.7b00070,1,11,S
10.1021/acs.chemmater.7b00414,1,6,N O Sr Ta
10.1021/acs.chemmater.7b00428,1,2,O V
10.1021/acs.chemmater.7b00472,516,516,Br C Cl F H I In N O P
